row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile,target
8805,6,2,3,1,6,2,0
3875,13,3,3,6,6,2,1
7735,18,6,6,2,2,6,1
1346,18,6,5,6,4,5,1
2256,19,6,6,2,4,6,1
4725,14,5,5,3,4,5,1
4047,18,5,6,4,6,5,1
2780,3,1,1,6,2,1,0
2801,18,6,6,3,3,6,1
2616,9,3,3,2,3,4,0
5411,3,1,2,3,4,1,0
6874,16,5,4,6,5,4,1
8593,12,4,3,5,4,3,1
6417,20,6,6,3,6,6,1
6017,16,5,5,5,5,4,1
1779,16,4,5,3,6,4,1
608,5,1,2,5,6,1,0
1512,3,2,2,2,1,3,0
8172,7,2,3,1,5,3,0
7563,6,2,2,4,6,2,0
1428,1,1,1,6,6,1,0
7053,17,6,5,4,4,5,1
4292,6,3,3,2,1,3,0
4771,4,1,1,5,5,1,0
1485,19,6,6,4,5,6,1
6774,12,4,4,2,3,5,1
5383,11,4,4,3,3,4,0
8923,8,3,3,4,4,2,0
8675,12,3,4,5,6,3,0
1523,11,4,4,2,4,4,0
3701,3,2,1,6,2,1,0
4476,2,1,1,4,3,1,0
7875,1,1,1,6,1,1,0
476,16,5,5,5,5,4,0
4956,12,3,4,5,6,3,1
4970,17,6,6,2,2,6,1
6421,20,6,6,2,6,6,1
1270,16,6,5,5,3,5,1
2309,11,4,4,1,2,5,0
3872,4,2,2,2,4,2,0
4210,9,4,4,1,1,5,0
1888,4,2,2,3,3,2,0
1190,4,2,2,2,1,3,0
3628,7,2,3,1,6,2,0
7883,20,6,6,4,5,6,1
3424,11,4,3,6,4,3,0
4571,10,4,3,6,3,3,0
8038,2,1,1,6,2,1,0
4330,14,4,3,6,6,2,1
6295,7,2,2,4,4,2,0
4622,16,5,6,1,5,6,1
3991,20,6,6,6,5,5,1
6019,17,5,5,5,5,5,1
1367,15,5,6,1,4,6,1
6741,8,3,3,2,2,4,0
4161,3,1,2,3,5,1,0
6837,15,6,5,4,2,5,1
3423,1,1,1,1,1,1,0
2545,8,4,3,2,1,4,0
2074,14,5,5,1,3,6,1
1303,3,1,2,1,4,2,0
5111,17,5,5,5,6,4,1
8801,3,2,2,3,2,2,0
5039,7,2,3,3,6,2,0
3405,2,1,1,4,2,1,0
2824,11,3,4,3,6,3,1
2353,20,6,6,3,6,6,1
5086,7,2,2,6,4,2,0
3608,13,5,5,3,2,5,0
4687,2,1,1,1,1,1,0
3010,10,4,5,1,2,5,0
207,2,1,1,5,1,1,0
5557,6,3,3,1,1,4,0
7404,16,4,5,4,6,4,1
4545,7,3,3,2,1,4,0
7737,4,1,2,4,5,1,0
2057,8,2,3,3,5,2,0
3109,3,1,1,6,2,1,0
4247,14,5,4,6,4,4,1
3931,9,3,2,6,5,2,0
8215,7,2,2,6,6,1,0
3988,18,6,5,5,4,5,1
1525,11,3,3,6,6,2,1
6208,3,2,2,2,1,2,0
2756,6,2,2,3,2,3,0
4413,4,2,2,1,3,2,0
8883,5,1,3,1,6,2,0
336,3,1,1,2,2,2,0
1078,4,1,2,2,6,1,0
4974,12,4,4,3,4,4,0
2270,2,1,1,6,1,1,0
8441,7,3,3,3,3,3,0
5588,18,6,6,4,6,5,1
4877,13,5,4,6,3,4,1
2799,15,5,5,2,4,5,1
1149,7,2,2,6,6,1,0
8324,13,5,5,3,2,5,0
6945,8,2,3,3,6,2,0
192,18,6,6,4,4,6,1
3254,2,1,1,5,1,1,0
7479,11,4,4,2,4,4,1
6587,12,4,5,1,3,5,0
1262,18,6,5,6,4,5,1
1975,1,1,1,2,3,1,0
1280,4,3,2,1,1,3,0
657,9,3,3,4,5,3,1
6498,3,1,1,4,2,1,0
270,8,3,4,1,3,4,0
2323,9,3,2,6,5,2,0
2059,4,2,2,2,4,2,0
2671,16,5,6,1,5,6,1
5863,12,3,3,6,6,2,0
3411,9,3,3,5,5,2,0
2213,14,4,4,6,6,3,1
581,6,3,2,3,2,3,0
913,11,3,3,5,6,3,1
3048,7,2,2,5,4,2,0
6726,8,3,3,2,3,3,0
3551,9,3,3,5,3,3,0
7871,1,1,1,4,1,1,0
5395,1,1,1,5,1,1,0
6948,6,3,3,1,2,4,0
8977,1,1,1,3,1,1,0
429,10,5,4,1,1,5,0
2769,10,3,2,6,4,1,1
8607,3,2,1,2,1,2,0
650,7,2,2,4,6,2,0
4991,7,2,3,3,5,2,1
6738,16,5,5,4,3,5,1
582,9,3,3,4,4,3,0
6256,14,4,4,6,5,3,0
1995,9,2,3,4,6,2,1
7816,20,6,6,3,6,6,1
3881,16,4,5,5,6,4,1
1445,17,5,5,6,6,4,1
8579,7,3,2,4,3,3,0
4803,8,2,3,2,5,3,0
805,9,3,3,3,3,4,0
7098,11,5,4,4,1,5,1
6855,6,3,2,3,2,3,0
7445,15,5,4,5,3,5,1
391,20,6,6,2,6,6,1
3797,13,5,4,5,3,4,0
4212,18,6,6,2,6,6,1
3561,10,3,3,5,4,3,0
2175,9,3,3,6,5,2,0
559,8,3,4,1,3,4,0
1688,11,5,5,1,1,6,1
2954,15,5,4,5,4,4,1
7275,16,5,5,6,6,4,1
8689,8,3,3,2,4,3,0
8527,2,1,1,1,5,1,0
2775,4,2,2,1,3,3,0
3253,16,6,6,3,3,6,1
3908,8,3,3,2,2,4,0
1640,8,3,3,2,4,3,0
4040,2,1,1,1,3,1,0
6754,6,3,2,6,1,2,0
1455,9,4,3,3,1,4,1
3481,9,3,3,6,5,2,1
399,3,1,1,2,2,2,0
4132,18,6,6,3,4,6,1
7644,18,6,6,3,4,6,0
1807,20,6,6,4,6,6,1
3691,9,3,3,6,4,2,1
5605,5,1,2,6,5,1,0
8268,2,1,1,4,1,1,0
4918,10,4,3,4,3,4,0
907,16,5,6,1,4,6,1
8468,10,3,4,1,4,4,1
8036,1,1,1,6,1,1,0
8130,5,2,3,1,2,3,0
2974,11,4,4,2,3,4,0
4089,12,3,3,5,6,2,0
3909,20,6,6,4,5,6,1
8039,6,2,1,6,3,1,0
7736,8,2,3,4,5,2,0
5057,3,1,2,1,2,2,0
8858,20,6,6,4,6,6,1
3500,8,3,3,3,2,3,0
8244,3,1,1,6,4,1,0
7260,2,1,1,4,3,1,0
3873,2,1,1,1,1,2,0
1506,17,6,5,5,3,6,1
2040,16,6,5,3,3,6,1
1239,8,2,3,2,6,3,0
8239,15,4,5,2,6,5,1
1533,17,6,6,3,4,6,1
672,9,2,3,2,6,3,0
8604,6,2,2,4,3,2,0
4518,2,1,1,5,1,1,0
5413,16,6,5,4,1,6,1
3905,7,2,2,5,4,2,0
7238,6,2,2,3,5,2,1
3939,9,4,4,1,2,5,0
2785,2,2,1,3,1,2,0
1126,1,1,1,1,1,1,0
3385,18,6,6,5,5,5,1
4787,11,3,3,5,6,3,1
1201,18,5,6,3,6,5,1
1338,18,5,6,5,6,5,1
4260,17,5,5,5,5,5,1
7922,16,5,5,5,6,4,1
321,16,6,5,4,3,6,1
2915,12,4,5,1,3,5,0
6938,19,6,6,2,5,6,1
8195,18,5,6,2,6,6,1
3355,9,4,3,5,2,3,0
3987,2,1,1,2,1,2,0
3934,5,2,2,3,2,2,0
1829,8,3,3,3,2,3,1
664,9,2,3,2,6,3,0
784,6,2,3,1,3,3,0
4144,19,6,6,5,5,5,1
5245,11,4,3,6,3,3,1
3836,15,5,5,5,4,5,1
3062,1,1,1,1,1,1,0
4493,5,3,2,2,1,3,0
1578,16,5,5,3,3,6,0
383,3,2,2,1,1,3,0
6875,11,3,4,3,5,3,0
2808,20,6,6,4,6,6,1
1172,19,6,6,2,3,6,1
7149,1,1,1,6,1,1,0
3,4,2,2,3,4,2,0
2021,5,2,3,1,2,3,0
3427,17,6,5,6,4,5,1
7634,3,1,2,1,2,2,0
1901,6,2,3,1,4,3,0
5418,20,6,6,4,5,6,1
5652,2,1,1,6,3,1,0
6975,15,3,5,5,6,3,1
3469,3,1,2,1,3,2,0
3162,18,6,5,6,4,5,1
7106,16,4,5,5,6,4,1
8625,16,5,5,2,4,5,1
6080,2,2,1,4,1,2,0
6886,12,4,3,5,3,4,0
5069,3,2,1,6,2,1,0
7334,13,4,5,3,4,4,0
6310,9,3,3,3,4,3,1
8385,18,6,6,5,5,5,1
3052,3,2,1,6,1,2,0
4232,10,4,3,5,2,4,0
3592,9,3,2,6,5,2,0
4301,5,2,3,1,5,2,0
274,15,3,4,5,6,3,1
237,10,4,3,4,1,4,0
1532,11,4,4,2,3,4,0
8855,18,6,6,1,3,6,1
8524,17,6,6,1,3,6,1
7194,3,1,1,2,6,1,0
2562,1,1,1,1,1,1,0
4361,7,3,3,2,1,4,0
4559,18,6,6,4,3,6,1
1635,4,2,2,3,1,2,0
5532,7,3,2,4,3,3,0
8062,9,3,4,1,3,4,0
3462,14,4,4,5,5,4,1
7327,18,5,6,3,6,5,1
8688,7,3,2,6,3,2,0
2925,19,6,6,4,3,6,1
3656,1,1,1,5,1,1,0
4339,10,4,3,5,3,3,1
1684,13,3,4,4,6,3,1
3684,12,4,5,2,3,5,1
6978,5,3,2,2,1,3,0
8122,1,1,1,1,1,1,0
2079,3,1,2,1,3,2,0
5768,14,3,4,6,6,2,1
4150,3,2,1,2,1,2,0
7130,5,2,3,1,3,3,0
5514,9,3,3,4,5,3,0
6932,11,4,4,2,3,5,0
2201,4,2,2,4,3,2,0
5758,16,5,5,5,5,5,0
4409,16,5,5,4,4,5,0
8642,8,3,2,6,3,2,0
4666,6,3,2,5,2,2,0
2772,2,1,1,4,1,1,0
1123,5,2,2,1,4,2,0
5453,14,3,4,4,6,3,0
6609,8,3,2,6,2,2,1
6737,14,5,4,4,3,5,1
3272,4,2,2,2,1,3,0
3531,2,2,1,3,1,2,0
8517,14,5,5,2,2,6,1
1359,3,2,1,4,3,1,0
5528,17,5,5,4,4,5,1
2342,3,2,2,1,1,3,0
3970,8,3,1,6,2,1,0
3083,7,3,3,3,2,3,0
4808,1,1,1,2,1,1,0
2708,2,1,1,6,6,1,0
1159,12,5,4,2,2,5,1
3484,9,2,3,6,6,2,0
4327,5,3,2,1,1,3,0
7316,5,2,2,1,4,2,0
8727,15,5,5,3,4,5,1
7594,11,4,3,5,3,4,1
4435,1,1,1,4,1,1,0
7269,7,2,4,1,4,3,0
101,14,5,6,1,2,6,1
4670,13,4,5,3,5,4,1
7707,2,1,1,4,5,1,0
5363,14,4,4,5,5,4,0
2343,1,1,1,1,2,1,0
5719,2,1,1,4,2,1,0
8040,16,5,5,4,5,5,1
8076,2,1,1,4,5,1,0
2739,8,2,3,3,6,2,1
4433,16,5,5,3,5,5,1
1667,11,4,4,2,2,5,0
6219,18,6,6,2,5,6,1
8683,13,4,4,5,4,4,1
7432,18,6,6,3,4,6,1
5568,8,3,4,1,3,4,0
771,15,5,4,6,3,4,0
3639,13,5,5,2,2,5,0
999,14,4,3,6,6,3,1
1736,3,1,1,5,1,1,0
208,10,4,4,2,2,5,0
1210,20,6,6,5,5,6,1
611,10,3,3,5,5,3,0
5368,16,4,5,4,6,4,0
7102,12,4,3,5,3,4,1
900,19,6,6,6,4,6,1
95,13,4,4,4,4,4,1
12,18,6,6,1,4,6,1
5189,8,3,4,1,2,4,0
5705,8,2,3,3,6,2,0
5744,2,1,1,1,1,2,0
6242,2,1,2,1,1,2,0
1529,4,1,1,5,6,1,0
3851,14,4,4,4,5,4,1
548,8,2,3,4,5,2,0
5780,2,1,1,4,3,1,0
6882,14,4,4,5,6,3,1
5297,10,4,3,6,2,3,1
954,3,1,2,3,3,2,0
7648,9,3,3,6,3,3,0
4644,15,6,5,2,1,6,1
6197,1,1,1,1,1,1,0
2211,14,4,5,2,5,5,1
3207,2,1,1,6,2,1,0
4118,2,1,1,6,1,1,0
7863,14,4,5,2,6,4,0
4784,2,1,1,5,2,1,0
3037,14,6,4,4,1,6,0
3548,11,3,4,3,6,3,1
3269,13,5,5,1,3,6,0
4290,3,1,2,2,5,1,0
517,18,6,6,4,3,6,1
290,13,5,4,5,3,4,0
2179,19,6,6,5,4,6,1
6115,11,4,4,2,3,4,0
7825,2,1,1,1,2,2,0
1089,14,5,5,1,2,6,1
6151,4,2,2,3,2,2,0
5599,13,5,5,3,2,5,1
6158,20,6,6,5,4,6,1
7060,8,4,4,1,1,4,0
6536,1,1,1,1,1,1,0
8772,15,6,5,2,2,6,1
6065,5,2,2,3,4,2,0
1947,8,3,2,5,4,2,0
4613,19,6,6,6,5,5,1
5179,10,4,4,1,3,4,0
188,20,6,6,4,5,6,1
1812,14,3,4,5,6,3,1
874,11,3,4,2,6,3,0
8972,10,3,2,6,6,2,1
8650,4,2,2,2,1,3,0
661,10,4,3,5,2,3,0
1904,2,1,1,6,4,1,0
1856,2,1,1,2,3,1,0
2231,18,5,6,2,6,5,1
7310,14,5,3,6,4,3,1
1718,4,2,2,4,4,2,0
294,3,1,1,4,2,1,0
8836,6,1,3,1,6,2,0
3791,16,6,6,3,2,6,0
2278,18,6,6,4,5,6,1
6236,6,2,2,4,5,2,0
8608,2,1,1,1,5,1,0
5714,12,3,3,5,6,3,0
1676,16,4,5,6,6,4,1
8516,4,2,2,3,4,2,0
8717,20,6,6,6,6,5,1
8102,2,1,1,5,4,1,0
5271,17,5,6,4,5,5,1
6293,6,2,3,2,4,2,0
1593,6,3,1,6,1,2,0
5623,13,4,5,1,4,5,1
7561,2,1,1,1,4,1,0
1879,10,4,3,4,2,4,0
1750,4,2,2,3,2,2,0
7490,15,5,5,3,4,5,1
3998,11,4,3,5,4,3,1
1469,14,5,4,6,2,5,0
4646,7,2,3,3,5,2,0
2063,12,4,4,4,3,4,1
137,7,2,2,4,6,2,0
7711,3,2,1,6,1,1,0
8796,18,6,6,5,5,5,1
5463,8,3,3,3,3,3,1
7897,5,1,2,3,6,1,0
2691,5,2,2,3,4,2,0
610,3,1,1,4,3,1,0
601,5,2,1,6,3,1,0
1848,1,1,1,6,1,1,0
6039,8,3,3,3,2,3,0
4457,3,2,1,6,1,1,0
8494,2,1,1,1,2,1,0
3923,13,5,4,4,3,4,1
4587,6,4,3,1,1,5,0
272,3,2,2,1,1,3,0
768,8,2,3,2,5,3,1
5437,18,6,6,2,4,6,0
7745,4,2,2,3,1,2,0
7233,7,3,3,2,1,4,0
5421,1,1,1,6,1,1,0
8766,4,2,2,2,2,2,0
8454,19,6,6,4,5,6,1
8201,9,4,3,4,1,4,0
3464,8,3,3,2,2,4,0
1097,5,3,2,1,1,3,0
5013,11,2,3,6,6,2,0
6704,13,4,4,4,6,4,1
4953,12,4,4,5,3,4,1
4757,1,1,1,6,1,1,0
4996,10,4,4,3,3,4,1
6606,14,4,4,5,5,4,1
2872,9,4,3,2,2,4,0
8817,2,1,1,5,6,1,0
3761,16,6,5,5,4,5,1
3999,1,1,1,1,1,1,0
2757,11,4,4,2,3,4,0
5171,19,6,6,6,6,5,1
6011,16,5,6,2,6,5,1
302,7,3,3,2,3,3,0
8929,20,6,6,6,5,6,1
8330,3,1,1,6,6,1,0
3558,2,1,1,3,2,1,0
1974,14,5,5,2,2,5,0
3706,15,4,5,5,6,4,0
7282,3,1,1,4,5,1,0
7621,4,1,1,6,5,1,0
1530,3,2,2,1,1,3,0
5576,2,1,1,5,1,1,0
7110,11,5,4,1,2,5,1
7188,1,1,1,1,1,1,0
72,18,6,6,4,4,6,1
135,20,6,6,4,5,6,1
7681,2,1,1,6,2,1,0
2233,19,6,6,2,3,6,1
7919,15,6,6,1,2,6,0
1308,18,6,6,2,5,6,1
8319,12,3,4,4,6,3,1
3373,4,2,1,6,3,1,0
4858,15,4,5,5,6,3,1
5549,7,3,3,3,4,3,1
1102,1,1,1,6,1,1,0
4536,11,3,4,3,5,3,0
4274,20,6,6,4,4,6,1
7798,17,6,5,6,4,5,1
315,11,4,4,2,2,5,0
502,20,6,6,5,6,5,1
7694,7,2,2,4,5,2,0
162,2,1,1,6,4,1,0
6838,12,4,4,4,3,4,0
8329,4,2,3,1,3,3,0
266,11,3,4,3,6,3,1
3732,8,2,2,5,6,2,0
5473,2,1,1,1,1,2,0
5423,16,5,5,4,4,5,1
3630,13,4,5,2,4,5,0
1835,7,3,2,5,2,3,0
7973,3,2,1,6,1,2,0
8671,12,5,4,3,2,5,1
3156,16,5,5,4,3,5,0
3029,1,1,1,4,1,1,0
8174,6,2,3,2,4,2,0
5615,1,1,1,6,1,1,0
3168,18,6,6,2,4,6,1
5656,6,3,2,4,2,3,0
8429,20,6,6,6,6,5,1
3764,4,2,1,5,1,2,0
7039,6,2,2,4,3,2,1
6237,9,3,4,1,3,4,0
7377,15,6,5,2,2,6,1
3380,15,5,6,1,2,6,1
7257,9,3,4,1,4,4,0
4876,5,1,2,1,6,2,0
3418,15,5,5,3,3,5,1
1543,16,5,5,5,4,5,1
8120,2,1,1,1,1,2,0
125,13,5,4,4,2,5,0
6281,11,5,4,3,1,5,1
5161,16,6,6,2,2,6,1
5376,14,4,4,5,6,4,1
2386,16,5,5,5,6,4,0
4842,15,5,5,5,5,4,0
6744,6,2,3,1,6,3,0
1271,2,1,1,6,5,1,0
7870,3,1,1,5,2,1,0
2731,10,3,4,3,6,3,1
5471,14,5,4,5,4,4,1
5566,5,1,2,5,6,1,0
7163,14,5,5,3,3,5,0
3746,14,4,4,6,5,3,1
4740,12,3,4,5,6,2,1
387,14,5,4,4,4,4,0
3420,1,1,1,1,1,1,0
3304,9,4,3,5,1,4,0
7171,11,5,4,3,1,5,0
7639,13,5,4,4,2,5,1
7167,17,6,5,5,4,5,1
2865,20,6,6,3,5,6,1
4034,20,6,6,5,6,6,1
6292,8,4,2,5,1,3,0
5562,8,3,4,1,2,4,0
8485,7,3,2,4,2,3,0
6109,19,6,6,3,4,6,1
7808,14,4,5,3,6,4,1
2004,19,6,6,4,6,6,1
6538,19,6,6,4,4,6,1
8515,7,3,2,6,3,2,1
7158,18,5,6,4,6,4,1
8518,9,4,2,6,2,3,0
7913,19,6,5,6,4,4,1
8425,20,6,6,3,6,6,1
7272,9,3,3,2,3,4,0
6243,1,1,1,1,1,1,0
5892,16,5,6,3,4,6,1
8791,16,5,5,4,4,5,1
3468,11,4,5,1,2,5,0
1762,8,3,3,3,4,3,0
1945,16,6,6,1,3,6,1
5085,11,4,4,2,2,5,0
8695,20,6,6,4,5,6,1
7729,2,1,1,3,1,2,0
7005,15,5,5,5,2,5,1
3902,18,6,6,4,3,6,1
7532,7,2,2,4,6,2,0
7533,1,1,1,3,1,1,0
295,20,6,6,5,6,6,1
8619,5,2,2,2,2,3,0
4837,16,5,5,4,5,4,1
7512,5,3,2,5,1,3,0
6153,8,4,3,2,1,4,0
477,8,4,4,1,1,5,0
8096,16,5,6,3,4,5,1
2075,18,6,6,3,4,6,1
7851,1,1,1,6,1,1,0
6113,8,3,4,1,2,4,0
7120,16,5,5,5,4,5,1
7378,13,4,4,4,3,4,1
6809,12,3,4,4,6,3,1
4045,3,1,1,4,2,1,0
839,11,4,4,3,3,4,1
5029,16,6,5,4,3,6,1
1081,13,4,4,4,5,4,1
6233,11,5,4,1,1,6,0
6305,17,6,6,2,4,6,1
2440,9,4,3,2,1,5,0
4427,13,5,5,3,3,5,0
6124,3,1,2,1,3,2,0
888,2,1,1,6,1,1,0
2703,19,6,6,2,6,6,1
7902,1,1,1,6,1,1,0
8767,20,6,6,1,4,6,1
8978,12,4,4,4,5,4,0
7342,12,5,3,5,2,4,1
7968,3,1,1,6,3,1,0
3021,3,1,1,2,6,1,0
8645,16,5,4,6,6,3,1
5601,12,4,5,2,3,5,0
1943,9,4,3,4,2,4,0
3279,10,3,3,6,6,2,1
7579,8,2,3,3,6,2,0
280,10,4,4,2,2,4,1
7143,5,1,2,6,6,1,0
6969,16,5,6,1,3,6,0
3301,5,2,1,6,5,1,0
2924,19,6,5,6,4,5,1
4763,13,5,5,1,2,5,1
472,11,3,3,6,6,2,0
2385,5,2,2,5,4,2,0
8946,18,6,6,2,3,6,1
1764,17,5,5,6,5,5,1
691,3,1,1,6,2,1,0
7826,2,1,1,4,4,1,0
8550,17,6,5,4,4,5,1
2436,3,2,2,3,1,2,0
5078,4,2,1,6,1,2,0
244,14,4,4,5,5,4,1
6916,6,2,2,3,4,2,0
6693,8,3,3,2,4,3,0
4551,16,5,5,3,3,6,1
4378,12,4,3,6,3,3,1
8151,15,4,5,3,6,4,0
2457,4,1,2,3,6,1,0
6189,10,3,2,6,6,2,1
3247,11,3,4,4,6,3,1
1402,16,6,6,2,2,6,1
5598,12,4,4,5,3,4,1
3566,12,3,4,4,6,3,0
6112,12,5,5,2,2,5,1
936,7,2,2,6,6,1,0
4694,5,2,2,5,4,2,0
968,10,3,2,6,6,2,0
56,3,2,2,1,1,3,0
1606,1,1,1,1,1,1,0
5024,16,5,5,5,5,5,1
4593,12,4,4,3,4,4,0
2425,9,3,3,4,3,3,1
5053,17,6,5,4,4,5,1
3009,16,5,4,6,6,4,1
604,8,2,3,4,6,2,1
6582,1,1,1,6,1,1,0
4209,20,6,6,4,5,6,1
6961,2,1,1,4,5,1,0
2094,20,6,6,4,6,6,1
4505,7,4,2,6,1,3,0
3818,16,5,6,1,4,6,0
7809,5,3,2,2,1,3,0
620,19,6,6,2,5,6,1
2864,4,1,1,5,5,1,0
8063,18,6,6,2,4,6,1
820,9,3,3,2,4,3,0
4193,9,4,3,2,1,4,0
5910,16,4,5,6,6,4,1
7129,18,6,6,5,4,6,1
344,16,5,5,4,4,5,1
8878,20,6,6,4,5,6,1
2813,16,6,6,3,2,6,1
73,6,3,2,3,1,3,0
544,15,5,4,6,4,4,1
4731,20,6,6,3,6,6,1
5426,2,1,1,4,2,1,0
2347,20,6,6,3,5,6,1
1467,18,6,6,2,5,6,1
3734,17,4,6,2,6,4,1
718,11,3,4,2,6,3,0
4438,15,5,5,2,3,6,1
2663,16,5,6,2,5,5,1
166,2,1,2,1,2,2,0
2361,18,6,6,2,5,6,1
5342,19,6,5,6,5,4,1
7515,4,2,2,1,2,3,0
4273,3,1,2,2,4,2,0
2379,1,1,1,1,2,1,0
6291,20,6,6,3,6,6,1
2041,19,6,6,5,4,6,1
2232,18,6,6,5,5,5,1
3290,8,3,3,3,3,3,0
8435,20,6,6,2,5,6,1
236,19,6,6,4,5,6,1
6979,7,3,2,4,3,2,0
8198,19,6,6,5,5,6,1
1273,12,4,4,3,3,5,1
375,9,4,3,4,2,4,0
4044,5,2,2,5,2,2,0
5444,18,6,5,6,4,5,1
3948,10,3,3,5,5,3,1
5119,13,5,5,1,2,5,0
8708,3,1,2,1,2,2,0
4580,20,6,6,2,3,6,1
3448,11,3,4,3,5,3,1
8894,20,6,6,2,4,6,1
5525,7,2,2,5,5,2,0
8055,3,1,2,1,2,2,0
2152,18,6,6,2,4,6,1
5975,20,6,6,3,6,6,1
6570,19,6,6,3,5,6,1
367,2,1,1,3,1,1,0
6880,16,5,5,3,5,5,1
1720,2,1,1,4,4,1,0
8177,12,4,4,4,5,4,1
6923,8,3,3,3,3,3,1
6144,7,2,2,4,6,2,0
1698,3,2,2,1,2,2,0
487,9,4,4,1,2,4,0
3236,17,6,6,2,2,6,1
681,19,6,6,3,5,6,1
522,16,5,5,5,4,5,1
4928,12,5,4,2,2,5,0
6405,17,6,5,6,4,5,1
5540,13,5,5,3,2,5,0
5887,9,3,3,5,4,3,0
5997,5,3,2,1,1,4,0
7466,17,6,6,1,4,6,1
7628,11,5,4,2,1,5,1
6836,5,3,2,5,1,3,0
4358,13,4,5,2,4,5,1
6070,16,6,5,4,3,5,1
4458,7,3,2,6,3,2,1
7718,7,3,3,2,2,3,0
3742,16,5,5,3,5,5,1
386,14,5,5,3,4,5,0
8480,19,6,6,5,5,5,1
3653,3,2,1,6,1,1,0
4904,7,3,3,2,2,3,0
5498,2,1,1,6,1,1,0
7716,10,3,4,3,4,4,0
2196,4,1,1,5,6,1,0
7291,16,5,5,3,5,5,1
7011,3,1,1,5,3,1,0
7071,2,1,1,6,2,1,0
1244,7,2,2,5,5,2,0
5958,9,4,4,1,2,4,0
1497,11,4,4,3,3,4,0
6927,15,5,5,2,3,6,0
1547,15,5,6,1,4,5,1
5219,8,3,2,5,5,2,0
7277,5,2,2,3,5,2,0
3206,5,1,2,3,6,2,0
5679,8,4,3,2,1,4,0
6619,3,1,2,1,4,2,0
4285,11,4,4,4,4,4,0
7214,10,3,4,3,5,3,1
3898,1,1,1,1,1,1,0
4035,17,5,6,4,5,5,1
3510,15,5,5,3,3,5,1
6025,19,6,6,1,6,6,1
788,10,4,3,5,3,3,0
5978,5,2,3,1,3,3,0
6565,7,3,3,2,2,3,0
856,5,3,2,3,1,3,0
722,15,5,4,6,4,4,1
8001,4,1,1,6,6,1,0
931,7,2,2,5,6,2,0
8234,15,5,5,2,2,6,0
6274,10,3,4,3,4,4,1
2672,13,4,5,3,6,4,0
8633,3,2,1,6,1,1,0
5436,2,1,1,3,1,1,0
5475,2,2,2,1,1,3,0
3504,2,1,1,6,2,1,0
8744,2,2,1,1,1,2,0
2881,13,5,5,3,2,5,0
6483,17,6,6,3,4,6,1
2955,6,3,2,3,2,3,1
8614,11,4,4,2,4,4,0
2160,17,6,6,2,2,6,0
7792,12,3,4,2,6,4,0
7623,19,6,6,5,4,6,1
8882,1,1,1,6,1,1,0
2248,18,6,6,4,5,5,1
1832,13,5,5,2,1,6,1
8798,8,2,2,5,5,2,0
8101,13,4,4,4,6,4,0
1483,6,2,1,6,6,1,0
7197,16,5,5,3,4,5,1
2829,17,5,5,4,5,5,1
5894,18,6,6,4,5,6,1
674,19,6,6,5,4,6,1
3331,2,1,1,2,6,1,0
4496,12,4,5,2,4,4,0
8127,13,4,4,4,4,4,0
2404,3,3,2,1,1,4,0
6247,11,3,4,2,6,3,0
2748,1,1,1,6,1,1,0
4847,14,5,5,1,4,5,1
733,1,1,1,1,1,1,0
5878,16,5,5,3,3,6,0
312,7,3,2,4,3,3,0
6385,1,1,1,1,1,1,0
6731,6,2,2,3,6,2,0
3642,12,2,4,4,6,2,0
1277,8,3,3,4,4,2,0
7763,11,4,4,3,4,4,0
3181,12,4,4,3,4,4,1
5718,8,3,3,3,4,3,0
4900,10,3,3,5,4,3,0
3974,15,4,4,5,6,4,1
8771,12,5,4,3,2,5,1
5694,6,2,2,4,3,2,0
327,7,3,3,3,3,3,0
4483,19,6,6,1,5,6,1
4207,13,4,5,3,6,4,1
337,5,2,2,6,5,1,0
809,16,5,5,4,4,5,1
2049,10,4,2,6,2,2,1
7860,20,6,6,4,5,6,1
3620,3,1,2,1,2,2,0
1968,7,3,3,2,1,4,0
2242,8,4,3,3,1,4,1
4949,14,5,4,5,2,5,1
5244,1,1,1,4,1,1,0
7618,8,3,4,1,4,4,0
5586,13,5,3,6,3,4,1
7357,2,1,1,1,1,2,0
1397,4,2,1,5,2,2,0
4440,6,2,3,1,2,3,0
86,18,6,6,4,3,6,1
2197,14,5,5,3,2,6,0
7179,6,3,3,2,1,3,0
4785,20,6,6,4,5,6,1
7046,14,6,5,1,1,6,0
4761,16,6,5,3,3,6,1
1883,16,6,6,2,3,6,1
2617,16,5,6,1,5,6,0
2486,15,4,5,3,6,4,1
8898,20,6,6,2,6,6,1
891,13,5,4,4,3,4,0
8951,13,3,3,6,6,2,1
8800,9,2,3,6,6,2,0
7487,6,2,1,6,4,1,0
6649,2,1,1,1,2,2,0
8173,12,4,4,5,3,4,0
4129,6,3,2,3,1,3,0
7959,13,3,4,4,6,3,0
8932,8,2,3,2,6,2,0
2137,11,4,4,4,4,4,0
4405,16,6,5,3,3,6,0
769,17,5,5,6,6,4,1
8706,10,3,3,5,6,3,1
1926,12,4,4,4,3,4,1
6853,10,3,3,5,5,3,0
7748,1,1,1,2,1,1,0
8071,4,2,2,1,3,2,0
